group,cat_code,cat,type,potential_points,awarded_points,building_code
EA,EAp1,Fundmanetal commissioning and verification,prereq,0,0,22
EA,EAp2,Minimum energy performance,prereq,0,0,22
EA,EAp3,Building-level energy metering,prereq,0,0,22
EA,EAp4,Fundamental refrigerant Mgmt,prereq,0,0,22
EA,EAp5,Minimum energy performance (2024 update),prereq,0,0,22
EA,EAc1,Enhanced commissioning,cred,6,3,22
EA,EAc2,Advanced energy metering,cred,1,0,22
EA,EAc3,Demand response,cred,2,0,22
EA,EAc4,Renewable energy production,cred,3,3,22
EA,EAc5,Enhanced refrigerant Mgmt,cred,1,1,22
EA,EAc6,Green power and carbon offsets,cred,2,0,22
EA,EAc7,Optimize energy performance (2024 Update),cred,20,0,22
EA,EAc8,Optimize energy performance,cred,18,17,22
EA,EAp6,Energy performance metering path,prereq,0,0,22
EA,EAp7,District energy,prereq,0,0,22
MR,MR,Material and Resources,cat,13,9,22
MR,MRp1,Storage and collection of recyclables,prereq,0,0,22
MR,MRp2,Construction and demolition waste Mgmt planning,prereq,0,0,22
MR,MRc1,Building life cycle impact reduction,cred,5,5,22
MR,MRc2,Building product discolsure and optimization - environmental product d...,cred,2,1,22
MR,MRc3,Building product disclosure and optimization - sourcing of raw materials,cred,2,0,22
MR,MRc4,Building product disclosure and optimization - material ingrediencts,cred,2,1,22
MR,MRc5,Construction and demolition waste Mgmt ,cred,2,2,22
EQ,EQ,Indoor environmental Quality,cat,16,6,22
EQ,EQp1,Minimum IAQ performance,prereq,0,0,22
EQ,EQp2,Environmental tobacco smoke control,prereq,0,0,22
EQ,EQc1,Enhanced IAQ strategies,cred,2,2,22
EQ,EQc2,Low-emitting materials,cred,3,3,22
EQ,EQc3,Construction IAQ mgmt plan,cred,1,1,22
EQ,EQc4,IAQ assessment,cred,2,0,22
EQ,EQc5,Thermal comfort,cred,1,0,22
EQ,EQc6,Interior lighting,cred,2,0,22
EQ,EQc7,Daylight,cred,3,0,22
EQ,EQc8,Quality views,cred,1,0,22
EQ,EQc9,Acoustic performance,cred,1,0,22
ID,ID,Innovation,cat,6,5,22
ID,IDc1,Innovation,cred,5,4,22
ID,IDc2,LEED Accredited Professional,cred,1,1,22
RP,RP,Regional Priority Credits,cat,4,3,22
RP,EAc4,Renewable energy production,cred,1,1,22
RP,MRc1,Building life cycle impact reduction,cred,1,1,22
RP,WEc3,Outdoor water use reduction,cred,1,1,22
LT,LT,Location and Transportation,cat,20,4,22
LT,LTc1,LEED for Neighborhood Development location,cred,16,0,22
LT,LTc2,Sensitive land protection,cred,1,1,22
LT,LTc3,High priority site,cred,2,0,22
LT,LTc4,Surrounding density and diverse uses,cred,5,2,22
LT,LTc5,Access to quality transit,cred,5,0,22
LT,LTc6,Bicycle facilities,cred,1,0,22
LT,LTc7,Reduced parking footprint,cred,1,1,22
LT,LTc8,Green vehicles,cred,1,0,22
IP,IP,Integrative process credits,cat,1,0,22
IP,IPc1,Integrative process credits,cred,1,0,22
TO,TO,Total,cat,110,55,22
SS,SS,Sustainable Sites,cat,10,2,21
SS,SSp1,Construction activity pollution prevention,prereq,0,0,21
SS,SSc1,Site assessment,cred,1,1,21
SS,SSc2,Site development - protect or restore habitat,cred,2,0,21
SS,SSc3,Open space,cred,1,0,21
SS,SSc4,Rainwater mgmt,cred,3,0,21
SS,SSc5,Heat island reduction,cred,2,0,21
SS,SSc6,Light pollution reduction,cred,1,1,21
WE,WE,Water Efficiency,cat,11,3,21
WE,WEp1,Outdoor water use reduction,prereq,0,0,21
WE,WEp2,Indoor water use reduction,prereq,0,0,21
WE,WEp3,Building level water metering,prereq,0,0,21
WE,WEc1,Cooling tower water use,cred,2,0,21
WE,WEc2,Water metering,cred,1,0,21
WE,WEc3,Outdoor water use reduction,cred,2,2,21
WE,WEc4,Indoor water use reduction,cred,6,1,21
EA,EA,Energy and Atmosphere,cat,89,16,21
EA,EAp1,Fundmanetal commissioning and verification,prereq,0,0,21
EA,EAp2,Minimum energy performance,prereq,0,0,21
EA,EAp3,Building-level energy metering,prereq,0,0,21
EA,EAp4,Fundamental refrigerant Mgmt,prereq,0,0,21
EA,EAp5,Minimum energy performance (2024 update),prereq,0,0,21
EA,EAc1,Enhanced commissioning,cred,6,0,21
EA,EAc2,Advanced energy metering,cred,1,0,21
EA,EAc3,Demand response,cred,2,0,21
EA,EAc4,Renewable energy production,cred,3,3,21
EA,EAc5,Enhanced refrigerant Mgmt,cred,1,1,21
EA,EAc6,Green power and carbon offsets,cred,2,0,21
EA,EAc7,Optimize energy performance (2024 Update),cred,20,0,21
EA,EAc8,Optimize energy performance,cred,18,12,21
EA,EAp6,Energy performance metering path,prereq,0,0,21
EA,EAp7,District energy,prereq,0,0,21
MR,MR,Material and Resources,cat,13,7,21
MR,MRp1,Storage and collection of recyclables,prereq,0,0,21
MR,MRp2,Construction and demolition waste Mgmt planning,prereq,0,0,21
MR,MRc1,Building life cycle impact reduction,cred,5,5,21
MR,MRc2,Building product discolsure and optimization - environmental product d...,cred,2,1,21
MR,MRc3,Building product disclosure and optimization - sourcing of raw materials,cred,2,0,21
MR,MRc4,Building product disclosure and optimization - material ingrediencts,cred,2,1,21
MR,MRc5,Construction and demolition waste Mgmt ,cred,2,0,21
EQ,EQ,Indoor environmental Quality,cat,16,9,21
EQ,EQp1,Minimum IAQ performance,prereq,0,0,21
EQ,EQp2,Environmental tobacco smoke control,prereq,0,0,21
EQ,EQc1,Enhanced IAQ strategies,cred,2,1,21
EQ,EQc2,Low-emitting materials,cred,3,3,21
EQ,EQc3,Construction IAQ mgmt plan,cred,1,1,21
EQ,EQc4,IAQ assessment,cred,2,0,21
EQ,EQc5,Thermal comfort,cred,1,0,21
EQ,EQc6,Interior lighting,cred,2,1,21
EQ,EQc7,Daylight,cred,3,2,21
EQ,EQc8,Quality views,cred,1,1,21
EQ,EQc9,Acoustic performance,cred,1,0,21
ID,ID,Innovation,cat,6,6,21
ID,IDc1,Innovation,cred,5,5,21
ID,IDc2,LEED Accredited Professional,cred,1,1,21
RP,RP,Regional Priority Credits,cat,4,3,21
RP,EAc4,Renewable Energy Production,cred,1,1,21
RP,MRc1,Building life cycle impact reduction,cred,1,1,21
RP,SSc2,Site development - protect or restore habitat,cred,1,0,21
RP,WEc3,Outdoor water use reduction,cred,1,1,21
LT,LT,Location and Transportation,cat,20,4,21
LT,LTc1,LEED for Neighborhood Development location,cred,16,0,21
LT,LTc2,Sensitive land protection,cred,1,1,21
LT,LTc3,High priority site,cred,2,0,21
LT,LTc4,Surrounding density and diverse uses,cred,5,2,21
LT,LTc5,Access to quality transit,cred,5,0,21
LT,LTc6,Bicycle facilities,cred,1,0,21
LT,LTc7,Reduced parking footprint,cred,1,1,21
LT,LTc8,Green vehicles,cred,1,0,21
IP,IP,Integrative process credits,cat,1,0,21
IP,IPc1,Integrative process credits,cred,1,0,21
TO,TO,Total,cat,110,50,21
SS,SS,Sustainable Sites,cat,10,1,20
SS,SSp1,Construction activity pollution prevention,prereq,0,0,20
SS,SSc1,Site assessment,cred,1,1,20
SS,SSc2,Site development - protect or restore habitat,cred,2,0,20
SS,SSc3,Open space,cred,1,0,20
SS,SSc4,Rainwater mgmt,cred,3,0,20
SS,SSc5,Heat island reduction,cred,2,0,20
SS,SSc6,Light pollution reduction,cred,1,0,20
WE,WE,Water Efficiency,cat,11,5,20
WE,WEp1,Outdoor water use reduction,prereq,0,0,20
WE,WEp2,Indoor water use reduction,prereq,0,0,20
WE,WEp3,Building level water metering,prereq,0,0,20
WE,WEc1,Cooling tower water use,cred,2,0,20
WE,WEc2,Water metering,cred,1,0,20
WE,WEc3,Outdoor water use reduction,cred,2,1,20
WE,WEc4,Indoor water use reduction,cred,6,4,20
EA,EA,Energy and Atmosphere,cat,89,16,20
EA,EAp1,Fundmanetal commissioning and verification,prereq,0,0,20
EA,EAp2,Minimum energy performance,prereq,0,0,20
EA,EAp3,Building-level energy metering,prereq,0,0,20
EA,EAp4,Fundamental refrigerant Mgmt,prereq,0,0,20
EA,EAp5,Minimum energy performance (2024 update),prereq,0,0,20
EA,EAc1,Enhanced commissioning,cred,6,3,20
EA,EAc2,Advanced energy metering,cred,1,0,20
EA,EAc3,Demand response,cred,2,0,20
EA,EAc4,Renewable energy production,cred,3,0,20
EA,EAc5,Enhanced refrigerant Mgmt,cred,1,1,20
EA,EAc6,Green power and carbon offsets,cred,2,2,20
EA,EAc7,Optimize energy performance (2024 Update),cred,20,0,20
EA,EAc8,Optimize energy performance,cred,18,10,20
EA,EAp6,Energy performance metering path,prereq,0,0,20
EA,EAp7,District energy,prereq,0,0,20
MR,MR,Material and Resources,cat,13,8,20
MR,MRp1,Storage and collection of recyclables,prereq,0,0,20
MR,MRp2,Construction and demolition waste Mgmt planning,prereq,0,0,20
MR,MRc1,Building life cycle impact reduction,cred,5,3,20
MR,MRc2,Building product discolsure and optimization - environmental product d...,cred,2,1,20
MR,MRc3,Building product disclosure and optimization - sourcing of raw materials,cred,2,1,20
MR,MRc4,Building product disclosure and optimization - material ingrediencts,cred,2,1,20
MR,MRc5,Construction and demolition waste Mgmt ,cred,2,2,20
EQ,EQ,Indoor environmental Quality,cat,16,10,20
EQ,EQp1,Minimum IAQ performance,prereq,0,0,20
EQ,EQp2,Environmental tobacco smoke control,prereq,0,0,20
EQ,EQc1,Enhanced IAQ strategies,cred,2,2,20
EQ,EQc2,Low-emitting materials,cred,3,2,20
EQ,EQc3,Construction IAQ mgmt plan,cred,1,1,20
EQ,EQc4,IAQ assessment,cred,2,2,20
EQ,EQc5,Thermal comfort,cred,1,1,20
EQ,EQc6,Interior lighting,cred,2,1,20
EQ,EQc7,Daylight,cred,3,0,20
EQ,EQc8,Quality views,cred,1,1,20
EQ,EQc9,Acoustic performance,cred,1,0,20
ID,ID,Innovation,cat,6,5,20
ID,IDc1,Innovation,cred,5,4,20
ID,IDc2,LEED Accredited Professional,cred,1,1,20
RP,RP,Regional Priority Credits,cat,4,1,20
RP,MRc1,Building life cycle impact reduction,cred,1,1,20
RP,SSc2,Site development - protect or restore habitat,cred,1,0,20
RP,SSc4,Rainwater Mgmt,cred,1,0,20
RP,WEc3,Outdoor water use reduction,cred,1,0,20
LT,LT,Location and Transportation,cat,20,6,20
LT,LTc1,LEED for Neighborhood Development location,cred,16,0,20
LT,LTc2,Sensitive land protection,cred,1,1,20
LT,LTc3,High priority site,cred,2,0,20
LT,LTc4,Surrounding density and diverse uses,cred,5,2,20
LT,LTc5,Access to quality transit,cred,5,2,20
LT,LTc6,Bicycle facilities,cred,1,1,20
LT,LTc7,Reduced parking footprint,cred,1,0,20
LT,LTc8,Green vehicles,cred,1,0,20
IP,IP,Integrative process credits,cat,1,0,20
IP,IPc1,Integrative process credits,cred,1,0,20
TO,TO,Total,cat,110,52,20
